,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_BYTES,Clusters
34421,77,2,0,40,1
34422,7,22,0,74,4
34423,3,12,0,81,4
34424,41,2,0,28,1
34425,0,1,1920,15360,1
34426,1,3,2,136,1
34427,16,1,0,4,1
34428,11,2,0,257,1
34429,1,5,2,168,1
34430,9,22,0,60,4
34431,11,22,0,48,4
34432,6,10,0,34,1
34433,2,22,0,392,4
34434,4,2,0,408,1
34435,158,2,0,8,1
34436,2,3,1,100,1
34437,1,3,2,136,1
34438,1,7,2,112,1
34439,0,1,1920,15360,1
34440,26,16,0,14,4
34441,3,2,0,394,1
34442,1,3,2,136,1
34443,1,6,2,312,1
34444,0,1,1,12,1
34445,2,22,0,272,4
34446,0,1,0,0,1
34447,9,5,0,10,1
34448,0,3,2,136,1
34449,18,1,0,0,1
34450,4,6,0,60,1
34451,8,3,0,48,1
34452,0,1,1,12,1
34453,0,5,2,248,1
34454,19,1,0,0,1
34455,2,2,0,1636,1
34456,1,3,2,112,1
34457,3,3,0,37,1
34458,2,6,1,76,1
34459,7,6,0,48,1
34460,0,4,0,0,1
34461,5,22,0,92,4
34462,1,1,1,12,1
34463,5,1,0,16,1
34464,7,1,274,2194,1
34465,1,1,2,112,1
34466,2,22,0,256,4
34467,3,14,0,98,4
34468,5,22,0,125,4
34469,2,5,1,60,1
34470,9,10,0,12,1
34471,57,22,0,10,4
34472,6,2,0,406,1
34473,0,2,1920,15360,1
34474,1,4,2,680,1
34475,19,29,0,6,4
34476,3,22,0,288,4
34477,0,3,2,136,1
34478,87,6,0,1,1
34479,2,22,0,250,4
34480,1,7,2,200,1
34481,1,1,2,112,1
34482,8,2,0,285,1
34483,4,22,0,152,4
34484,5,1,0,41,1
34485,4,20,0,165,4
34486,1,3,2,136,1
34487,0,1,1,12,1
34488,0,2,1920,15360,1
34489,2,10,0,116,1
34490,0,2,1920,15360,1
34491,0,3,2,112,1
34492,1,18,1,456,4
34493,0,1,1,12,1
34494,4,7,0,28,1
34495,0,2,1,540,1
34496,48,7,0,3,1
34497,8,2,0,54,1
34498,1,1,2,88,1
34499,2,3,1,104,1
34500,4,2,0,153,1
34501,1,3,2,136,1
34502,0,3,0,0,1
34503,1,2,1,660,1
34504,1,1,1,12,1
34505,21,21,0,28,4
34506,1,1,2,160,1
34507,1,3,2,112,1
34508,1,3,2,136,1
34509,1,2,1920,15360,1
34510,2,22,0,304,4
34511,7,2,0,388,1
34512,1,1,1920,15360,1
34513,0,1,1,12,1
34514,2,3,1,68,1
34515,0,3,2,136,1
34516,0,1,1,12,1
34517,1,3,2,136,1
34518,5,2,0,33,1
34519,10,2,0,28,1
34520,673,3,0,0,1
34521,1,3,2,136,1
34522,4,2,0,116,1
34523,1,3,2,136,1
34524,8,2,0,45,1
34525,0,1,1,12,1
34526,6,21,0,111,4
34527,12,2,0,47,1
34528,3,22,0,156,4
34529,0,7,2,112,1
34530,3,21,0,184,4
34531,0,1,1,12,1
34532,14,21,0,34,4
34533,0,3,2,136,1
34534,5,3,0,27,1
34535,1,4,2,384,1
34536,3,7,0,40,1
34537,2,22,0,344,4
34538,6,21,0,93,4
34539,122,1,0,1,1
34540,1,2,1,80,1
34541,0,1,0,0,1
34542,6,22,0,85,4
34543,2,8,0,84,1
34544,0,3,2,136,1
34545,1,1,2,144,1
34546,10,6,0,37,1
34547,2,2,0,102,1
34548,9,3,0,30,1
34549,774,14,0,0,4
34550,0,1,1920,15360,1
34551,11,1,0,9,1
34552,5,22,0,104,4
34553,9,2,0,171,1
34554,7,22,0,68,4
34555,0,1,1,12,1
34556,2,1,1,44,1
34557,6,2,0,458,1
34558,4,2,0,410,1
34559,1,1,1,12,1
34560,0,3,0,0,1
34561,0,1,1,12,1
34562,0,3,2,136,1
34563,13,2,0,50,1
34564,38,2,0,10,1
34565,3,22,0,224,4
34566,3,1,0,34,1
34567,0,1,0,0,1
34568,13,2,0,49,1
34569,3,2,0,206,1
34570,2,1,1,268,1
34571,21,2,0,28,1
34572,3,22,0,233,4
34573,4,1,0,3,1
34574,2,21,0,276,4
34575,76,1,0,3,1
34576,0,3,2,136,1
34577,20,3,0,5,1
34578,7,2,0,225,1
34579,23,1,0,4,1
34580,4,1,0,24,1
34581,6,22,0,168,4
34582,2,3,1,68,1
34583,6,2,0,162,1
34584,7,22,0,243,4
34585,0,1,2,112,1
34586,1,1,1,12,1
34587,0,3,0,0,1
34588,0,1,1,12,1
34589,6,2,0,262,1
34590,3,3,0,240,1
34591,1,3,2,136,1
34592,0,1,2,112,1
34593,0,3,0,0,1
34594,74,1,0,2,1
34595,1,3,0,0,1
34596,2,2,0,198,1
34597,0,3,2,136,1
34598,1,3,2,136,1
34599,0,1,1920,15360,1
34600,8,7,0,197,1
34601,11,2,0,286,1
34602,0,3,2,136,1
34603,5,22,0,104,4
34604,4,22,0,153,4
34605,5,5,0,49,1
34606,10,2,0,58,1
34607,1,6,1,116,1
34608,0,2,1,688,1
34609,6,1,0,16,1
34610,2,11,0,144,1
34611,0,1,1,12,1
34612,20,21,0,32,4
34613,1,3,2,248,1
34614,1,1,2,112,1
34615,1,1,1,12,1
34616,6,2,0,50,1
34617,2,2,960,7680,1
34618,4,2,0,60,1
34619,1,3,2,136,1
34620,22,5,0,9,1
34621,0,1,2,64,1
34622,32,1,0,3,1
34623,5,1,0,43,1
34624,0,4,0,0,1
34625,4,22,0,126,4
34626,2,1,1,48,1
34627,6,2,0,380,1
34628,0,1,1,12,1
34629,8,22,0,60,4
34630,1,3,2,104,1
34631,27,22,0,20,4
34632,0,2,1,1628,1
34633,4,2,0,32,1
34634,2,7,1,40,1
34635,1,1,1920,15360,1
34636,23,1,0,3,1
34637,3,14,0,102,4
34638,0,1,2,72,1
34639,0,3,2,136,1
34640,0,1,2,112,1
34641,11,2,0,238,1
34642,2,21,0,276,4
34643,2,3,1,632,1
34644,0,3,2,112,1
34645,6,22,0,89,4
34646,0,1,1,12,1
34647,5,22,0,92,4
34648,0,3,0,0,1
34649,0,1,2,112,1
34650,12,9,0,8,1
34651,12,6,0,12,1
34652,2,2,0,1406,1
34653,0,3,0,0,1
34654,2,1,1,120,1
34655,0,1,0,0,1
34656,1,2,1,108,1
34657,1,6,2,248,1
34658,27,22,0,51,4
34659,33,2,0,9,1
34660,28,7,0,2,1
34661,5,15,0,74,4
34662,0,1,1,12,1
34663,6,5,0,114,1
34664,7,6,0,45,1
34665,0,1,1,12,1
34666,5,22,0,112,4
34667,1,2,1920,15360,1
34668,0,6,1,104,1
34669,3,1,0,4,1
34670,10,1,0,7,1
34671,0,1,0,0,1
34672,2,1,1,36,1
34673,5,2,0,68,1
34674,1,3,0,0,1
34675,0,1,2,112,1
34676,8,1,0,11,1
34677,11,21,0,50,4
34678,0,6,1,108,1
34679,98,1,0,0,1
34680,2,2,0,124,1
34681,154,41,0,1,4
34682,2,2,0,538,1
34683,1,1,2,88,1
34684,8,4,0,34,1
34685,0,1,2,56,1
34686,7,22,0,85,4
34687,13,2,0,140,1
34688,9,2,0,134,1
34689,8,10,0,19,1
34690,15,22,0,33,4
34691,2,2,960,7680,1
34692,16,21,0,36,4
34693,6,22,0,98,4
34694,14,3,0,8,1
34695,5,21,0,192,4
34696,0,1,1,12,1
34697,4,5,0,38,1
34698,1,1,2,344,1
34699,0,1,1,12,1
34700,27,22,0,22,4
34701,0,3,2,136,1
34702,0,3,2,136,1
34703,2,2,0,150,1
34704,7,22,0,85,4
34705,0,1,1,12,1
34706,4,3,0,170,1
34707,15,1,0,25,1
34708,1,2,2,80,1
34709,0,2,1,1740,1
34710,0,3,0,0,1
34711,0,2,2,144,1
34712,0,3,2,136,1
34713,0,1,0,0,1
34714,6,6,0,16,1
34715,79,22,0,7,4
34716,2,3,1,68,1
34717,1,1,2,88,1
34718,1,18,1,476,4
34719,2,1,1,56,1
34720,6,8,0,29,1
34721,0,1,2,56,1
34722,2,3,1,36,1
34723,0,1,1920,15360,1
34724,38,2,0,3,1
34725,6,1,0,2,1
34726,3,1,640,5120,1
34727,1,1,1,12,1
34728,5,1,0,22,1
34729,7,22,0,72,4
34730,6,2,0,167,1
34731,1,2,2,152,1
34732,1,3,2,112,1
34733,2,5,1,68,1
34734,11,22,0,41,4
34735,8,2,0,303,1
34736,2,3,960,7680,1
34737,472,1,0,0,1
34738,0,1,1,12,1
34739,1,5,2,216,1
34740,8,7,0,32,1
34741,3,7,0,74,1
34742,0,3,0,0,1
34743,3,7,0,26,1
34744,2,5,1,76,1
34745,0,1,1920,15360,1
34746,1,5,1,120,1
34747,0,1,2,112,1
34748,2,1,0,6,1
34749,29,22,0,20,4
34750,1,5,2,248,1
34751,12,1,0,8,1
34752,2,2,0,1742,1
34753,2,2,0,1072,1
34754,4,22,0,141,4
34755,12,1,0,15,1
34756,1,2,1920,15360,1
34757,15,1,0,4,1
34758,5,2,0,300,1
34759,2,2,1,136,1
34760,6,2,0,76,1
34761,0,3,2,136,1
34762,1,1,2,112,1
34763,1,2,1920,15360,1
34764,1,1,2,208,1
34765,7,14,0,40,4
34766,6,18,0,80,4
34767,11,22,0,42,4
34768,6,22,0,82,4
34769,1,6,2,416,1
34770,20,1,0,10,1
34771,8,5,0,9,1
34772,2,5,1,68,1
34773,0,5,2,136,1
34774,1,6,2,88,1
34775,27,2,0,45,1
34776,31,21,0,18,4
34777,0,1,0,0,1
34778,5,3,0,22,1
34779,11,8,0,16,1
34780,0,1,1920,15360,1
34781,1,3,2,216,1
34782,1,2,1,52,1
34783,17,22,0,35,4
34784,2,1,1,52,1
34785,0,1,1,12,1
34786,0,1,1,12,1
34787,0,1,2,128,1
34788,1,1,1,12,1
34789,89,2,0,16,1
34790,5,6,0,35,1
34791,2,1,1,120,1
34792,1,2,1920,15360,1
34793,2,1,0,6,1
34794,0,3,0,0,1
34795,2,1,1,52,1
34796,2,2,0,168,1
34797,2,2,0,206,1
34798,4,1,0,26,1
34799,3,1,0,149,1
34800,25,1,0,4,1
34801,2,4,0,28,1
34802,1,1,2,104,1
34803,0,3,0,0,1
34804,4,1,0,120,1
34805,0,3,0,0,1
34806,1,2,1,412,1
34807,2,1,1,32,1
34808,0,3,0,0,1
34809,0,1,1920,15360,1
34810,1,2,1,3244,1
34811,1,3,2,136,1
34812,207,4,0,0,1
34813,0,3,2,112,1
34814,9,1,0,3,1
34815,16,22,0,32,4
34816,0,1,2,144,1
34817,106,17,0,4,4
34818,18,22,0,32,4
34819,10,2,0,288,1
34820,0,1,1,12,1
34821,2,2,0,418,1
34822,0,3,0,0,1
34823,15,1,0,0,1
34824,9,3,0,10,1
34825,9,22,0,67,4
34826,1,1,2,128,1
34827,2,22,0,314,4
34828,3,2,0,234,1
34829,3,3,0,176,1
34830,0,6,1,144,1
34831,4,6,0,44,1
34832,1,3,2,136,1
34833,4,1,0,28,1
34834,0,6,1,108,1
34835,3,2,0,352,1
34836,21,21,0,30,4
34837,0,3,0,0,1
34838,1,1,1920,15360,1
34839,0,1,2,32,1
34840,5,2,0,149,1
34841,1,5,1,8,1
34842,0,1,1,12,1
34843,2,6,1,68,1
34844,1,2,1,1572,1
34845,2,3,1,80,1
34846,29,1,0,2,1
34847,1,3,2,136,1
34848,0,4,2,224,1
34849,9,1,0,5,1
34850,6,21,0,114,4
34851,3,7,0,37,1
34852,1,3,2,136,1
34853,4,2,0,635,1
34854,6,2,0,17,1
34855,6,14,0,50,4
34856,4,22,0,165,4
34857,12,21,0,49,4
34858,0,1,1,12,1
34859,6,9,0,45,1
34860,11,22,0,59,4
34861,2,3,960,7680,1
34862,2,6,1,100,1
34863,1,1,2,160,1
34864,4,3,0,28,1
34865,3,1,0,69,1
34866,0,3,2,136,1
34867,1,3,1920,15360,1
34868,12,22,0,41,4
34869,1,6,1,120,1
34870,82,1,0,0,1
34871,0,3,2,112,1
34872,14,1,137,1097,1
34873,15,1,0,0,1
34874,1,1,2,112,1
34875,201,5,0,0,1
34876,0,7,0,0,1
34877,2,22,0,280,4
34878,1,1,2,144,1
34879,1,20,1,460,4
34880,3,1,0,4,1
34881,0,2,0,0,1
34882,6,4,0,11,1
34883,110,2,0,27,1
34884,0,3,2,112,1
34885,123,20,0,0,4
34886,1,1,1,12,1
34887,7,22,0,65,4
34888,1,4,2,40,1
34889,10,4,0,15,1
34890,1,3,2,136,1
34891,1,1,2,80,1
34892,0,1,0,0,1
34893,0,3,2,680,1
34894,4,5,0,20,1
34895,11,2,0,7,1
34896,0,2,1920,15360,1
34897,0,3,2,136,1
34898,0,3,2,112,1
34899,0,1,2,32,1
34900,32,2,0,2,1
34901,2,5,1,48,1
34902,1,1,1,12,1
34903,96,1,0,3,1
34904,5,2,0,368,1
34905,2,1,1,24,1
34906,13,1,0,0,1
34907,9,22,0,63,4
34908,4,2,0,150,1
34909,1,3,0,0,1
34910,0,3,0,0,1
34911,1,1,2,416,1
34912,1,2,1920,15360,1
34913,6,2,0,222,1
34914,2,3,1,56,1
34915,0,3,0,0,1
34916,1,3,2,136,1
34917,14,2,0,72,1
34918,0,1,2,32,1
34919,1,1,2,112,1
34920,6,2,0,294,1
34921,311,2,0,0,1
34922,1,3,2,112,1
34923,64,22,0,10,4
34924,1,3,2,136,1
34925,0,1,2,112,1
34926,50,1,0,2,1
34927,1,3,2,136,1
34928,0,7,0,0,1
34929,1,3,2,136,1
34930,11,2,0,68,1
34931,0,10,1,460,1
34932,1,1,2,72,1
34933,14,5,0,27,1
34934,2,3,1,68,1
34935,11,2,0,13,1
34936,0,4,0,0,1
34937,3,2,0,878,1
34938,1,2,1,384,1
34939,34,33,0,1,4
34940,4,2,0,527,1
34941,2,3,1,68,1
34942,0,1,2,72,1
34943,5,22,0,111,4
34944,20,22,0,27,4
34945,18,2,0,32,1
34946,3,21,0,204,4
34947,5,1,0,2,1
34948,6,2,0,364,1
34949,2,1,1,56,1
34950,0,1,1,12,1
34951,1,1,2,184,1
34952,28,1,0,3,1
34953,10,3,0,6,1
34954,0,3,2,136,1
34955,3,2,640,5120,1
34956,6,2,0,264,1
34957,1,2,2,128,1
34958,1,3,2,424,1
34959,8,3,240,1920,1
34960,2,3,1,56,1
34961,0,1,1,12,1
34962,5,1,0,2,1
34963,0,1,0,0,1
34964,7,12,0,39,4
34965,1,3,0,0,1
34966,17,2,0,140,1
34967,12,2,0,26,1
34968,2,6,0,58,1
34969,1,2,1920,15360,1
34970,683,1,0,0,1
34971,17,7,0,13,1
34972,8,22,0,81,4
34973,10,19,0,56,4
34974,0,3,2,136,1
34975,19,2,0,151,1
34976,0,1,1920,15360,1
34977,4,3,0,40,1
34978,0,3,2,112,1
34979,6,6,0,17,1
34980,4,22,0,145,4
34981,6,2,0,81,1
34982,2,7,1,56,1
34983,2,8,0,94,1
34984,3,22,0,241,4
34985,23,22,0,26,4
34986,3,3,0,45,1
34987,600,3,0,0,1
34988,1372,10,0,0,5
34989,6,22,0,95,4
34990,0,3,0,0,1
34991,0,1,1920,15360,1
34992,0,1,2,72,1
34993,19,1,0,5,1
34994,19,22,0,29,4
34995,2,1,1,100,1
34996,0,3,2,136,1
34997,7,6,0,21,1
34998,0,1,1,12,1
34999,11,14,0,29,4
35000,1,12,1,248,4
35001,31,3,0,5,1
35002,9,22,0,55,4
35003,6,7,0,53,1
35004,223,1,0,0,1
35005,0,2,1920,15360,1
35006,24,2,0,17,1
35007,1,6,1,104,1
35008,14,22,0,35,4
35009,0,3,2,136,1
35010,1,1,2,280,1
35011,2,2,0,494,1
35012,3,6,0,77,1
35013,494,1,0,0,1
35014,57,1,0,0,1
35015,2,1,0,6,1
35016,2,22,0,230,4
35017,4,22,0,143,4
35018,44,1,0,1,1
35019,0,1,0,0,1
35020,0,1,1,12,1
35021,1,3,2,112,1
35022,18,22,0,31,4
35023,101,1,0,0,1
35024,377,1,0,0,1
35025,6,14,0,13,4
35026,1,3,2,216,1
35027,4,3,0,32,1
35028,16,6,0,16,1
35029,3,1,0,77,1
35030,4,2,0,603,1
35031,0,1,0,0,1
35032,6,2,0,349,1
35033,61,2,0,40,1
35034,76,1,0,1,1
35035,28,1,0,10,1
35036,13,5,0,8,1
35037,0,1,1,12,1
35038,5,19,0,119,4
35039,7,2,0,82,1
35040,1,3,2,368,1
35041,3,6,0,72,1
35042,2,3,1,68,1
35043,0,5,0,0,1
35044,1,2,1,2364,1
35045,7,6,0,50,1
35046,7,2,0,195,1
35047,1,3,2,336,1
35048,0,1,2,32,1
35049,1,3,2,112,1
35050,2,20,0,262,4
35051,1,1,2,112,1
35052,2,6,0,60,1
35053,1,10,1,212,1
35054,6,16,0,64,4
35055,0,1,1,12,1
35056,1,7,2,112,1
35057,1,2,1,276,1
35058,2,3,1,56,1
35059,0,2,2,144,1
35060,0,1,1,12,1
35061,1,3,2,64,1
35062,2,1,1,348,1
35063,10,3,0,11,1
35064,133,2,0,4,1
35065,86,3,0,1,1
35066,2,1,1,56,1
35067,0,3,2,112,1
35068,0,1,1,12,1
35069,2,4,1,36,1
35070,20,2,0,36,1
35071,0,4,1,68,1
35072,4,5,0,70,1
35073,4,7,0,28,1
35074,0,1,1,12,1
35075,1,1,2,168,1
35076,40,2,0,19,1
35077,10,2,0,49,1
35078,4,2,0,265,1
35079,12,6,0,5,1
35080,9,22,0,72,4
35081,3,2,0,961,1
35082,2,22,0,280,4
35083,952,1,0,0,1
35084,0,1,2,112,1
35085,2,3,1,68,1
35086,0,1,2,32,1
35087,7,10,0,30,1
35088,4,22,0,139,4
35089,0,1,1,12,1
35090,6,22,0,98,4
35091,4,5,0,122,1
35092,1,7,2,112,1
35093,0,2,1920,15360,1
35094,0,2,2,88,1
35095,5,3,0,22,1
35096,2,3,1,56,1
35097,2,2,0,1248,1
35098,2,1,1,56,1
35099,0,3,0,0,1
35100,5,1,0,14,1
35101,0,2,1,1380,1
35102,0,2,1,376,1
35103,0,1,1920,15360,1
35104,0,1,1,12,1
35105,4,1,0,3,1
35106,3,22,0,153,4
35107,2,22,0,266,4
35108,5,6,0,73,1
35109,929,1,0,0,1
35110,5,11,0,24,1
35111,0,1,2,120,1
35112,5,6,0,24,1
35113,16,1,0,14,1
35114,39,1,0,5,1
35115,2,3,1,68,1
35116,0,1,2,112,1
35117,5,22,0,117,4
35118,0,2,1920,15360,1
35119,1,22,1,716,4
35120,1,1,2,72,1
35121,44,2,0,5,1
35122,7,11,0,24,1
35123,6,3,0,18,1
35124,16,22,0,30,4
35125,2,3,1,68,1
35126,10,22,0,56,4
35127,1,3,2,112,1
35128,0,3,2,112,1
35129,0,1,2,72,1
35130,10,1,0,1,1
35131,233,1,0,0,1
35132,4,22,0,114,4
35133,1,2,2,144,1
35134,8,2,0,220,1
35135,2,4,0,28,1
35136,4,2,0,416,1
35137,0,7,2,112,1
35138,10,1,192,1536,1
35139,2,5,1,76,1
35140,4,22,0,150,4
35141,3,21,0,205,4
35142,2,7,1,92,1
35143,8,22,0,63,4
35144,1,1,2,112,1
35145,2,1,1,56,1
35146,0,2,2,144,1
35147,207,7,0,1,1
35148,0,1,2,112,1
35149,14,22,0,39,4
35150,1,1,2,64,1
35151,7,2,0,153,1
35152,0,1,1920,15360,1
35153,1,1,2,112,1
35154,0,1,1,12,1
35155,0,1,1,12,1
35156,11,2,0,264,1
35157,5,1,0,20,1
35158,2,3,1,120,1
35159,0,3,2,112,1
35160,1,2,1,172,1
35161,1,2,1,2412,1
35162,0,6,0,0,1
35163,0,1,1,12,1
35164,1,2,1,2364,1
35165,5,3,0,80,1
35166,3,5,0,24,1
35167,26,1,0,7,1
35168,4,1,0,3,1
35169,1,1,1,12,1
35170,2,4,0,34,1
35171,4,2,0,98,1
35172,10,22,0,65,4
35173,1,1,0,0,1
35174,4,1,0,24,1
35175,1,2,1,428,1
35176,21,22,0,27,4
35177,2,2,0,574,1
35178,5,2,0,428,1
35179,4,22,0,115,4
35180,7,16,0,21,4
35181,174,1,0,1,1
35182,6,21,0,94,4
35183,0,1,2,72,1
35184,22,4,0,6,1
35185,5,11,0,24,1
35186,5,2,0,328,1
35187,2,2,960,7680,1
35188,49,22,0,13,4
35189,1,22,1,444,4
35190,1,1,2,112,1
35191,3,22,0,184,4
35192,11,2,0,245,1
35193,19,7,0,10,1
35194,0,3,2,112,1
35195,0,3,2,680,1
35196,1,2,2,144,1
35197,32,1,0,2,1
35198,3,3,0,37,1
35199,25,1,0,29,1
35200,3,22,0,193,4
35201,37,84,0,2,4
35202,5,21,0,117,4
35203,1,4,1,60,1
35204,5,17,0,92,4
35205,2,7,1,56,1
35206,1,1,2,184,1
35207,0,2,1,1628,1
35208,3,2,0,817,1
35209,3,22,0,202,4
35210,8,2,0,104,1
35211,1,3,2,136,1
35212,2,7,0,0,1
35213,1,1,2,224,1
35214,0,3,2,192,1
35215,3,8,0,29,1
35216,3,2,0,110,1
35217,1,2,1,1728,1
35218,8,22,0,69,4
35219,128,2,0,11,1
35220,10,10,0,23,1
35221,7,4,0,8,1
35222,1,2,1,3456,1
35223,0,1,1920,15360,1
35224,1,5,2,136,1
35225,6,22,0,96,4
35226,1,3,2,136,1
35227,1,2,1,472,1
35228,16,22,0,66,4
35229,1,3,0,0,1
35230,5,4,0,14,1
35231,1,1,1,12,1
35232,7,22,0,230,4
35233,1,1,1,12,1
35234,11,1,0,7,1
35235,7,1,0,116,1
35236,0,3,0,0,1
35237,29,11,0,9,1
35238,5,14,0,77,4
35239,26,21,0,24,4
35240,1,3,2,136,1
35241,1,1,2,304,1
35242,1,1,2,112,1
35243,0,3,2,112,1
35244,1,7,2,112,1
35245,4,3,0,28,1
35246,1,1,1920,15360,1
35247,0,2,2,144,1
35248,8,2,0,301,1
35249,1,2,1920,15360,1
35250,8,2,0,76,1
35251,0,5,2,96,1
35252,9,22,0,62,4
35253,0,1,1,12,1
35254,4,1,0,18,1
35255,3,18,0,152,4
35256,14,10,0,20,1
35257,23,3,0,5,1
35258,1,12,1,352,4
35259,17,1,0,1,1
35260,1,1,1920,15360,1
35261,0,1,1,12,1
35262,1,3,2,136,1
35263,0,1,2,104,1
35264,217,15,0,0,4
35265,11,14,0,28,4
35266,1,6,2,368,1
35267,199,5,0,5,1
35268,0,3,2,136,1
35269,16,3,0,6,1
35270,6,8,0,12,1
35271,21,1,0,1,1
35272,7,6,0,17,1
35273,0,1,1,12,1
35274,2,7,1,44,1
35275,0,3,2,136,1
35276,12,4,0,17,1
35277,0,3,0,0,1
35278,2,6,1,52,1
35279,0,2,1,948,1
35280,1,4,2,400,1
35281,1,2,1,1624,1
35282,7,1,0,27,1
35283,1,1,2,224,1
35284,0,5,2,192,1
35285,2,1,1,220,1
35286,1,2,1,808,1
35287,7,22,0,68,4
35288,0,1,1,12,1
35289,1,3,2,136,1
35290,8,1,0,4,1
35291,31,3,0,6,1
35292,1,1,1,12,1
35293,5,2,0,89,1
35294,4,22,0,133,4
35295,0,1,1920,15360,1
35296,2,1,1,24,1
35297,2,2,0,164,1
35298,1,1,2,680,1
35299,9,2,0,281,1
35300,2,2,0,308,1
35301,1,1,2,112,1
35302,35,1,0,2,1
35303,1,1,1920,15360,1
35304,2,2,0,256,1
35305,2,22,0,244,4
35306,1,4,2,112,1
35307,0,1,0,0,1
35308,0,1,2,72,1
35309,683,1,0,0,1
35310,1,1,2,80,1
35311,0,1,1,12,1
35312,1,1,2,104,1
35313,14,2,0,96,1
35314,9,22,0,48,4
35315,0,1,2,80,1
35316,1,2,2,144,1
35317,1,1,1,12,1
35318,3,7,0,40,1
35319,471,1,0,0,1
35320,3,22,0,180,4
35321,4,6,0,80,1
35322,0,1,1920,15360,1
35323,0,3,0,0,1
35324,5,1,0,22,1
35325,0,3,0,0,1
35326,2,7,0,84,1
35327,4,22,0,115,4
35328,3,2,0,341,1
35329,1,22,1,512,4
35330,5,10,0,55,1
35331,17,1,0,14,1
35332,7,2,0,106,1
35333,2,4,960,7680,1
35334,2,10,0,110,1
35335,0,4,0,0,1
35336,4,22,0,133,4
35337,0,3,2,112,1
35338,2,1,1,48,1
35339,11,2,0,125,1
35340,0,1,0,0,1
35341,1,2,1,3016,1
35342,2,1,1,80,1
35343,16,22,0,48,4
35344,0,3,0,0,1
35345,2,1,1,24,1
35346,6,22,0,112,4
35347,4,5,0,40,1
35348,9,1,0,7,1
35349,0,1,2,96,1
35350,0,1,1,12,1
35351,1,2,1920,15360,1
35352,4,2,0,189,1
35353,10,10,0,7,1
35354,0,1,2,88,1
35355,2,6,1,56,1
35356,1,6,2,208,1
35357,0,1,1920,15360,1
35358,0,1,1920,15360,1
35359,17,22,0,40,4
35360,1,3,2,112,1
35361,17,8,0,66,1
35362,12,8,0,14,1
35363,1,3,2,136,1
35364,2,2,0,386,1
35365,1,1,1,12,1
35366,0,1,2,64,1
35367,20,1,0,5,1
35368,1,1,1,12,1
35369,0,1,1,12,1
35370,41,7,0,2,1
35371,5,18,0,81,4
35372,0,3,2,136,1
35373,5,21,0,132,4
35374,1,20,1,460,4
35375,1,3,2,136,1
35376,0,3,2,136,1
35377,4,6,0,16,1
35378,0,2,1,2364,1
35379,11,2,0,191,1
35380,3,6,0,37,1
35381,11,1,0,2,1
35382,39,30,0,5,4
35383,0,3,2,136,1
35384,1,1,2,112,1
35385,1,5,2,192,1
35386,3,22,0,206,4
35387,0,3,0,0,1
35388,0,1,2,112,1
35389,0,2,1,376,1
35390,4,1,0,12,1
35391,0,3,2,136,1
35392,0,1,1,12,1
35393,6,1,320,2560,1
35394,8,21,0,86,4
35395,11,3,0,14,1
35396,1,1,2,192,1
35397,23,22,0,22,4
35398,6,22,0,86,4
35399,1,1,2,264,1
35400,1,1,2,48,1
35401,5,1,0,27,1
35402,4,1,0,22,1
35403,8,2,0,279,1
35404,5,3,0,30,1
35405,0,1,0,0,1
35406,4,1,0,8,1
35407,0,1,1920,15360,1
35408,1,2,1,660,1
35409,0,1,1,12,1
35410,0,1,0,0,1
35411,2,2,0,354,1
35412,0,1,0,0,1
35413,6,2,0,300,1
35414,1,3,2,136,1
35415,0,1,1,12,1
35416,7,22,0,66,4
35417,139,14,0,2,4
35418,5,2,0,245,1
35419,15,7,0,7,1
35420,0,1,1,12,1
35421,0,1,2,112,1
35422,103,7,0,2,1
35423,1,1,2,88,1
35424,4,3,0,376,1
35425,28,1,0,7,1
35426,6,22,0,92,4
35427,1,1,2,48,1
35428,4,1,0,28,1
35429,4,5,0,48,1
35430,16,18,0,25,4
35431,1,3,2,136,1
35432,8,6,0,14,1
35433,21,22,0,28,4
35434,7,21,0,71,4
35435,104,9,0,3,1
35436,44,1,0,3,1
35437,1,8,2,152,1
35438,1,3,2,136,1
35439,2,1,1,36,1
35440,9,20,0,55,4
35441,0,3,2,296,1
35442,6,6,0,38,1
35443,0,3,2,136,1
35444,0,1,1,12,1
35445,0,1,2,72,1
35446,1,1,1920,15360,1
35447,2,2,0,144,1
35448,0,1,1,12,1
35449,2,3,1,56,1
35450,0,1,1,12,1
35451,8,6,0,12,1
35452,0,3,2,136,1
35453,2,5,1,48,1
35454,5,6,0,147,1
35455,0,3,2,136,1
35456,2,10,0,102,1
35457,1,3,2,136,1
35458,6,22,0,78,4
35459,5,2,0,369,1
35460,1,2,1,344,1
35461,2,22,0,310,4
35462,1,12,1,248,4
35463,0,3,2,136,1
35464,23,21,0,24,4
35465,2,6,0,58,1
35466,2,6,1,1896,1
35467,23,6,0,9,1
35468,2,22,0,322,4
35469,2,1,1,36,1
35470,1,1,2,32,1
35471,1,1,2,72,1
35472,0,4,1,68,1
35473,13,1,0,4,1
35474,4,21,0,135,4
35475,2,2,0,1182,1
35476,4,2,0,378,1
35477,3,22,0,212,4
35478,0,1,1,12,1
35479,1,22,1,740,4
35480,7,6,0,68,1
35481,2,1,1,56,1
35482,3,21,0,204,4
35483,6,22,0,100,4
