,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_BYTES,Clusters
72589,1,1,2039,280348,1
72590,1,1,1,88,1
72591,0,1,1,28,1
72592,2,1,0,6,1
72593,1,1,2,224,1
72594,254,1,0,2,1
72595,30,6,0,0,1
72596,0,1,0,0,1
72597,0,1,3188,76512,1
72598,0,1,1,88,1
72599,25,1,17,349,1
72600,0,1,1,12,1
72601,0,1,2143,42860,1
72602,0,1,0,0,1
72603,1,2,1,24,1
72604,0,1,1,8,1
72605,11,2,0,2,1
72606,18,1,0,0,1
72607,0,1,1,20,1
72608,0,1,1,20,1
72609,0,1,1,8,1
72610,0,1,1,20,1
72611,0,1,1,16,1
72612,1,1,1,4,1
72613,0,1,2,112,1
72614,0,1,1,8,1
72615,0,1,1,4,1
72616,0,1,2,112,1
72617,0,1,1,12,1
72618,0,1,0,0,1
72619,13,2,0,1,1
72620,42,7,0,5,1
72621,0,1,0,0,1
72622,1,1,3648,72960,1
72623,1,1,1,84,1
72624,0,1,1,20,1
72625,1,1,1,12,1
72626,10,1,0,0,1
72627,0,1,1,4,1
72628,0,2,1,28,1
72629,3,2,0,8,1
72630,0,1,1,8,1
72631,15,29,711,56917,4
72632,0,1,1,4,1
72633,5,1,0,0,1
72634,2,1,29,458,1
72635,4,1,0,4,1
72636,0,1,1,8,1
72637,9,2,0,3,1
72638,0,1,0,0,1
72639,1,1,1,20,1
72640,0,1,2145,42900,1
72641,0,1,3984,79680,1
72642,1,4,1,12,1
72643,2,3,1126,61060,1
72644,0,4,1,12,1
72645,1,1,1,88,1
72646,0,1,1,8,1
72647,0,1,1,8,1
72648,0,1,1,12,1
72649,0,1,1,20,1
72650,0,2,1,24,1
72651,1,1,1,20,1
72652,0,2,1,12,1
72653,0,1,1,28,1
72654,6,7,0,0,1
72655,0,1,1,12,1
72656,0,1,1,12,1
72657,0,1,1,88,1
72658,2,1,1,64,1
72659,0,1,1,8,1
72660,134,1,0,2,1
72661,2,1,0,4,1
72662,1,1,1,88,1
72663,6,2,0,4,1
72664,0,1,0,0,1
72665,3,1,0,6,1
72666,0,1,1,20,1
72667,0,4,1,12,1
72668,2,2,0,12,1
72669,7,1,0,1,1
72670,0,1,1,8,1
72671,0,1,1,8,1
72672,2,2,0,0,1
72673,12,1,0,11,1
72674,0,1,1,8,1
72675,0,1,1,8,1
72676,0,2,1,24,1
72677,8,1,0,13,1
72678,0,1,1,8,1
72679,0,1,2,144,1
72680,0,1,1,16,1
72681,0,1,1,88,1
72682,1,1,2,96,1
72683,1,1,1,88,1
72684,0,1,1,16,1
72685,10,1,0,1,1
72686,1,1,1,20,1
72687,1,1,1,16,1
72688,3,4,0,4,1
72689,0,1,1,8,1
72690,0,1,1,20,1
72691,0,1,1,8,1
72692,0,1,1,8,1
72693,1,2,1,24,1
72694,0,1,1,12,1
72695,0,1,1,8,1
72696,10,9,0,189,1
72697,0,1,1,16,1
72698,0,1,1,8,1
72699,0,1,1,12,1
72700,0,1,1,8,1
72701,0,2,1,28,1
72702,2,1,0,44,1
72703,0,1,0,0,1
72704,0,1,231,5100,1
72705,1,1,1,8,1
72706,3,1,6837,574308,1
72707,0,2,0,0,1
72708,1,4,0,0,1
72709,2,1,0,6,1
72710,1,4,1,12,1
72711,7,2,0,4,1
72712,0,2,1,28,1
72713,0,1,1,12,1
72714,1,1,1,8,1
72715,0,1,1,84,1
72716,2,1,1,56,1
72717,0,1,1,8,1
72718,5,1,0,20,1
72719,1,1,2,112,1
72720,1,1,1,8,1
72721,0,1,485,19028,1
72722,33,1,253684,8332506,3
72723,2,2,0,14,1
72724,0,1,1,88,1
72725,12,2,0,2,1
72726,0,2,1,36,1
72727,2,2,0,14,1
72728,2,4,0,6,1
72729,0,1,3973,79460,1
72730,0,1,1,8,1
72731,0,1,0,0,1
72732,60,1,536312,10726249,3
72733,3,1,0,2,1
72734,6,1,6,126,1
72735,39,1,0,12,1
72736,1,1,1,8,1
72737,3,2,0,8,1
72738,0,1,1,24,1
72739,35,1,0,0,1
72740,0,1,0,0,1
72741,6,2,0,5,1
72742,0,1,1,12,1
72743,17,71,0,0,4
72744,0,1,1,8,1
72745,11,1,0,1,1
72746,16,1,0,7,1
72747,0,2,367,43832,1
72748,0,1,1,16,1
72749,0,1,1,28,1
72750,0,2,1,24,1
72751,1,2,1,28,1
72752,133,1,0,2,1
72753,0,1,3972,79440,1
72754,1,1,2,112,1
72755,0,1,1,12,1
72756,0,1,1,20,1
72757,0,1,1,20,1
72758,0,1,1,16,1
72759,11,2,0,2,1
72760,0,1,1,8,1
72761,0,1,1,16,1
72762,1,1,1,8,1
72763,0,1,1,88,1
72764,0,1,1,16,1
72765,0,1,0,0,1
72766,7,2,0,3,1
72767,0,1,1,12,1
72768,2,1,819,297724,1
72769,1,1,1,8,1
72770,15,1,0,7,1
72771,0,1,1,8,1
72772,3,2,0,8,1
72773,4,1,0,2,1
72774,1,1,1,4,1
72775,0,1,1,16,1
72776,0,1,1,8,1
72777,0,1,1,8,1
72778,0,1,1,16,1
72779,1,1,2,64,1
72780,0,1,1,28,1
72781,1,1,1,16,1
72782,4,7,0,0,1
72783,1,2,1,24,1
72784,0,1,1,8,1
72785,0,1,0,0,1
72786,0,2,1,24,1
72787,24,1,0,4,1
72788,39,1,0,2,1
72789,1,2,1,28,1
72790,1,1,2,112,1
72791,0,1,1,8,1
72792,0,1,1,8,1
72793,0,1,0,0,1
72794,3,9,3027,124560,1
72795,185,3,78915,10407012,3
72796,34,1,0,2,1
72797,4,4,0,3,1
72798,4,12,1,189,4
72799,1,1,3997,79940,1
72800,0,1,1,8,1
72801,0,2,20115,3781620,1
72802,0,4,1,12,1
72803,0,1,1969,39380,1
72804,0,1,1,12,1
72805,0,1,1,8,1
72806,2,1,0,4,1
72807,1,1,1,12,1
72808,0,1,1,20,1
72809,7,1,0,1,1
72810,3,4,0,4,1
72811,0,1,1,16,1
72812,1,1,1,16,1
72813,1,2,0,0,1
72814,10,1,0,5,1
72815,1,1,1,8,1
72816,0,1,1,20,1
72817,9,2,0,3,1
72818,2,1,0,6,1
72819,0,1,1,12,1
72820,1,1,1,20,1
72821,0,1,1,8,1
72822,8,2,0,3,1
72823,1,1,2990,59800,1
72824,0,1,0,0,1
72825,1,1,1,28,1
72826,2,1,0,0,1
72827,0,1,2,96,1
72828,434,1,0,0,1
72829,0,4,1,12,1
72830,0,1,0,0,1
72831,0,1,2,388,1
72832,1,1,2,228,1
72833,13,2,0,1,1
72834,0,1,1,12,1
72835,0,1,1,8,1
72836,2,1,0,4,1
72837,9,1,0,0,1
72838,1,1,485,45120,1
72839,1,1,1,8,1
72840,3,4,0,4,1
72841,1,1,1,88,1
72842,0,1,1,8,1
72843,0,1,1,20,1
72844,0,1,2,64,1
72845,2,3,1,324,1
72846,2,1,1,52,1
72847,1,2,1,24,1
72848,6,1,0,2,1
72849,0,1,1,12,1
72850,4,1,0,120,1
72851,29,1,0,19,1
72852,0,1,1,20,1
72853,0,1,1,88,1
72854,0,1,1,88,1
72855,0,1,1,16,1
72856,1,1,2,112,1
72857,1,1,1,12,1
72858,3,5,0,0,1
72859,0,1,1,88,1
72860,0,1,1,16,1
72861,0,1,1,28,1
72862,7,1,440,8814,1
72863,0,1,485,19028,1
72864,1,1,1,20,1
72865,0,1,1197,23940,1
72866,0,2,1,28,1
72867,0,1,2,112,1
72868,1,1,2,112,1
72869,65,4,0,17,1
72870,9,3,0,1,1
72871,4,1,0,4,1
72872,0,1,2,112,1
72873,3,6,0,4,1
72874,2,1,1821,36420,1
72875,14,4,0,0,1
72876,0,1,1,8,1
72877,19,2,0,0,1
72878,1,1,3971,79420,1
72879,0,1,1,28,1
72880,10,1,0,1,1
72881,0,1,1,12,1
72882,1,1,2066,41320,1
72883,1,1,1,8,1
72884,1,1,0,0,1
72885,1,1,2,56,1
72886,1,1,0,0,1
72887,0,1,20506,164048,1
72888,0,1,1,88,1
72889,109,1,0,2,1
72890,0,2,1,28,1
72891,0,1,1,16,1
72892,1,1,1,16,1
72893,5,1,0,3,1
72894,0,1,1,88,1
72895,31,1,0,3,1
72896,110,41,0,0,4
72897,1,1,1,16,1
72898,0,1,2,96,1
72899,0,1,1,8,1
72900,0,1,1,84,1
72901,2,1,1,76,1
72902,41,1,0,36,1
72903,0,1,1,8,1
72904,0,2,1,24,1
72905,1,2,1,24,1
72906,14,1,0,0,1
72907,1,1,2,112,1
72908,0,2,1,28,1
72909,2,3,2112,25350,1
72910,0,1,1,20,1
72911,1,1,1,20,1
72912,341,1,0,0,1
72913,46,1,0,2,1
72914,1,1,0,0,1
72915,1,2,0,0,1
72916,0,1,2,64,1
72917,0,1,1,16,1
72918,0,1,1,4,1
72919,0,1,1,12,1
72920,27,1,0,4,1
72921,1,1,1,8,1
72922,0,1,1,4,1
72923,44,1,0,2,1
72924,1,1,0,0,1
72925,1,2,1,24,1
72926,0,1,1,8,1
72927,0,1,0,0,1
72928,2,4,0,6,1
72929,1,2,1,28,1
72930,0,1,485,19028,1
72931,4,1,0,5,1
72932,1,1,2,112,1
72933,2,1,1632,26120,1
72934,74,29,188,31791,4
72935,0,1,0,0,1
72936,1,1,1,16,1
72937,0,1,1,8,1
72938,0,1,3972,111216,1
72939,3,1,0,6,1
72940,1,1,1,8,1
72941,0,1,1,88,1
72942,1,1,1,8,1
72943,0,1,1,12,1
72944,0,1,1,4,1
72945,2,1,1,208,1
72946,0,1,837,16740,1
72947,0,1,1,12,1
72948,33,1,0,3,1
72949,1,1,1,88,1
72950,0,4,0,0,1
72951,0,1,1,20,1
72952,0,1,1,12,1
72953,0,1,0,0,1
72954,1,2,1,28,1
72955,0,1,2,112,1
72956,0,1,1,16,1
72957,1,1,0,0,1
72958,3,2,0,8,1
72959,1,1,1,84,1
72960,2,4,0,6,1
72961,1,4,1,12,1
72962,41,1,0,1,1
72963,0,1,1,20,1
72964,6,1,0,17,1
72965,1,1,1,88,1
72966,3,2,0,8,1
72967,1,4,1,12,1
72968,0,1,1,8,1
72969,18,2,114350,9988264,3
72970,0,1,1,12,1
72971,1,4,1,12,1
72972,5,1,0,22,1
72973,1,2,1,24,1
72974,0,1,1,88,1
72975,0,1,1,20,1
72976,0,1,1,8,1
72977,1,1,1,12,1
72978,0,1,1,8,1
72979,0,1,1,16,1
72980,0,1,1,8,1
72981,1,1,1,8,1
72982,48,1,0,2,1
72983,1,1,0,0,1
72984,0,1,1,12,1
72985,0,2,1,24,1
72986,0,1,1,16,1
72987,0,1,0,0,1
72988,0,2,1,24,1
72989,10,1,0,8,1
72990,0,1,1,20,1
72991,16,1,0,0,1
72992,1,1,2,112,1
72993,6,1,0,65,1
72994,3,4,0,0,1
72995,0,1,2,112,1
72996,1,1,1,8,1
72997,1,1,1,8,1
72998,2,2,0,12,1
72999,40,1,0,3,1
73000,0,1,1,8,1
73001,0,1,1,12,1
73002,1,1,1,12,1
73003,0,1,1,8,1
73004,1,1,1,12,1
73005,0,1,1,8,1
73006,0,1,1,8,1
73007,0,1,1,12,1
73008,0,1,2,112,1
73009,1,1,1,8,1
73010,1,1,1,16,1
73011,1,1,1,8,1
73012,0,1,1,12,1
73013,3,2,0,0,1
73014,0,1,913,18260,1
73015,1,1,2,96,1
73016,5,1,0,2,1
73017,0,1,1,88,1
73018,0,1,1,16,1
73019,0,1,153,2448,1
73020,1,1,1,88,1
73021,0,1,1,4,1
73022,0,1,1,16,1
73023,1,1,1,20,1
73024,0,1,1,8,1
73025,1,1,1,28,1
73026,1,1,1,16,1
73027,1,1,475,9500,1
73028,6,3,64,21951,1
73029,0,1,2145,42900,1
73030,2,1,0,4,1
73031,12,1,0,9,1
73032,462,1,0,0,1
73033,64,1,0,1,1
73034,0,2,1,24,1
73035,0,1,1,12,1
73036,25,1,0,4,1
73037,3,2,0,10,1
73038,0,2,1,24,1
73039,0,2,0,0,1
73040,0,1,1,16,1
73041,0,1,1,8,1
73042,134,1,0,2,1
73043,5,1,0,1,1
73044,1,1,1,8,1
73045,4,5,1,115,1
73046,6,1,0,3,1
73047,0,1,1,8,1
73048,3,5,0,0,1
73049,0,1,1,8,1
73050,1,1,2,112,1
73051,0,1,1,8,1
73052,0,1,1395,27900,1
73053,0,1,0,0,1
73054,2,1,1,192,1
73055,1,1,1,8,1
73056,0,1,1,20,1
73057,0,1,1,12,1
73058,5,1,0,1,1
73059,1,1,2,64,1
73060,0,1,1,4,1
73061,0,1,1,16,1
73062,2,5,1,230,1
73063,0,4,1,12,1
73064,0,1,2,96,1
73065,2,1,0,0,1
73066,1,1,1,8,1
73067,0,1,1,8,1
73068,0,1,1,8,1
73069,1,1,1,88,1
73070,2,2,0,14,1
73071,0,1,1,16,1
73072,11,1,0,20,1
73073,84,1,0,1,1
73074,0,1,1,88,1
73075,0,1,1,16,1
73076,6,8,157,24622,1
73077,36,9,58432,5142101,1
73078,2,4,0,6,1
73079,0,1,1,12,1
73080,1,1,1,88,1
73081,0,1,2332,46640,1
73082,1,1,2648,52960,1
73083,6,2,0,4,1
73084,2,1,0,0,1
73085,1,1,1,16,1
73086,0,1,1,8,1
73087,3847,1,0,0,5
73088,2,1,1,56,1
73089,3,2,0,9,1
73090,2,1,453,9060,1
73091,0,1,1,8,1
73092,2,4,0,6,1
73093,0,1,1,16,1
73094,1,1,1,20,1
73095,2,1,0,8,1
73096,1,2,1,28,1
73097,0,1,1,12,1
73098,0,1,2421,48420,1
73099,1,1,1,88,1
73100,19,1,0,28,1
73101,0,2,1,28,1
73102,1,1,2,112,1
73103,78,1,0,3,1
73104,3,1,0,9,1
73105,0,1,0,0,1
73106,1,1,0,0,1
73107,23,1,1393213,66874251,2
73108,10,2,0,3,1
73109,0,1,1,88,1
73110,0,1,3131,50096,1
73111,2,1,1,112,1
73112,0,1,1,16,1
73113,0,4,1,12,1
73114,1,1,0,0,1
73115,1,1,1,8,1
73116,1,1,3570,57120,1
73117,0,1,1,16,1
73118,0,1,1,8,1
73119,0,1,1,8,1
73120,3,4,0,4,1
73121,0,2,1,24,1
73122,0,1,1112,22240,1
73123,0,1,2,112,1
73124,1,1,1,16,1
73125,5,2,0,4,1
73126,0,1,253,5060,1
73127,0,1,1,8,1
73128,398,1,0,0,1
73129,3,1,1272212,20355397,2
73130,2,1,0,8,1
73131,1,2,1,24,1
73132,1,2,0,0,1
73133,1,1,1,8,1
73134,1,1,1,12,1
73135,1,1,1,20,1
73136,1,2,1,24,1
73137,1,1,2,112,1
73138,36,1,0,10,1
73139,0,1,1,84,1
73140,0,1,1,8,1
73141,0,1,2,112,1
73142,0,1,3625,101500,1
73143,0,1,1,12,1
73144,0,1,0,0,1
73145,1,1,2,136,1
73146,0,1,3723,74460,1
73147,12,1,0,6,1
73148,184,4,335804,38966684,3
73149,1,1,1,16,1
73150,0,1,1,16,1
73151,0,1,1,8,1
73152,8,7,2,31,1
73153,1,1,1,20,1
73154,0,2,1,28,1
73155,9,4,0,1,1
73156,0,1,1,16,1
73157,0,2,1,24,1
73158,1,1,2,112,1
73159,2,6,0,0,1
73160,0,2,1,24,1
73161,0,1,2476,49520,1
73162,0,2,1,28,1
73163,0,1,3162,75888,1
73164,1,2,1,32,1
73165,10,1,0,11,1
73166,1,1,51732,827712,1
73167,0,2,1,24,1
73168,0,1,2,64,1
73169,1,1,1291,25820,1
73170,0,1,1,16,1
73171,1,1,1,8,1
73172,37,1,0,3,1
73173,0,1,1,88,1
73174,0,1,1,20,1
73175,0,1,2411,48220,1
73176,6,5,2879,462249,1
73177,205,1,109744,8340601,3
73178,0,1,1,8,1
73179,0,2,1,32,1
73180,0,4,2,1428,1
73181,0,2,1,20,1
73182,1,1,1,20,1
73183,0,1,1,20,1
73184,209,1,0,0,1
73185,0,1,1,8,1
73186,0,1,1,16,1
73187,0,2,1,28,1
73188,0,1,1,88,1
73189,0,1,1,12,1
73190,0,1,3526,84624,1
73191,3,2,0,10,1
73192,64,1,92318,9532108,3
73193,12,1,0,9,1
73194,0,1,1,12,1
73195,1,1,1,20,1
73196,1,1,0,0,1
73197,1,1,1,84,1
73198,0,1,1,20,1
73199,2,2,0,14,1
73200,11,1,0,18,1
73201,0,1,2146,42920,1
73202,2,1,0,44,1
73203,1,1,0,0,1
73204,0,1,1,20,1
73205,0,1,1,4,1
73206,0,1,1,8,1
73207,0,1,1,4,1
73208,2,1,1166,23320,1
73209,2,1,1,56,1
73210,0,2,1,28,1
73211,0,2,1,16,1
73212,1,1,1,8,1
73213,0,1,0,0,1
73214,6,1,0,2,1
73215,0,2,367,43832,1
73216,2,1,1,60,1
73217,0,2,1,24,1
73218,0,1,1,20,1
73219,2,1,0,4,1
73220,0,2,1,28,1
73221,1,1,1,16,1
73222,0,1,1,12,1
73223,2,2,0,14,1
73224,0,1,1,28,1
73225,1,1,1,88,1
73226,0,1,0,0,1
73227,0,1,0,0,1
73228,0,1,1,20,1
73229,2,1,0,6,1
73230,2,1,1,208,1
73231,0,1,2,104,1
73232,0,1,1,8,1
73233,1047,1,0,0,1
73234,33,1,0,2,1
73235,0,2,1,24,1
73236,1,2,1,16,1
73237,2,1,39192,1254160,1
73238,2,2,0,0,1
73239,0,1,3625,101500,1
73240,1,1,1,20,1
73241,0,1,20458,81832,1
73242,0,1,1,88,1
73243,1,1,0,0,1
73244,30,1,1049234,37772455,2
73245,0,1,1,16,1
73246,0,1,1,8,1
73247,2,1,0,10,1
73248,0,1,1,8,1
73249,2,2,0,14,1
73250,0,3,0,0,1
73251,1,2,1,24,1
73252,37,3,0,0,1
73253,1,1,394898,43563236,3
73254,1,1,1,88,1
73255,0,1,2,112,1
73256,0,1,1,20,1
73257,1,1,1,88,1
73258,1,1,1,16,1
73259,0,1,485,19028,1
73260,1,1,1,12,1
73261,10,1,0,49,1
73262,1,2,1,24,1
73263,0,1,0,0,1
73264,6,2,0,4,1
73265,1,1,2990,59800,1
73266,1,1,2,112,1
73267,0,1,2196,43920,1
73268,40,7,0,6,1
73269,6,1,0,0,1
73270,0,1,1,20,1
73271,1,1,7605,851760,1
73272,0,1,1,88,1
73273,0,1,1,8,1
73274,1,2,1,24,1
73275,0,1,1,8,1
73276,5,1,713,17112,1
73277,3,1,0,4,1
73278,0,1,1,16,1
73279,3,1,0,2,1
73280,97,1,0,6,1
73281,0,1,1941,38820,1
73282,0,1,1,8,1
73283,0,1,1,16,1
73284,0,1,1,8,1
73285,0,1,1,20,1
73286,1,1,0,0,1
73287,15,9,104,7550,1
73288,0,1,1,16,1
73289,1,2,1,16,1
73290,1,4,1,12,1
73291,6,1,0,88,1
73292,1,1,0,0,1
73293,0,2,1,28,1
73294,0,1,0,0,1
73295,5,1,0,19,1
73296,1,2,1,24,1
73297,2,4,0,6,1
73298,3,1,0,5,1
73299,85,1,0,1,1
73300,0,1,1303,26060,1
73301,9,2,292,75750,1
73302,36,1,0,6,1
73303,1,1,1,20,1
73304,0,1,1,16,1
73305,0,1,2,216,1
73306,1,1,1,8,1
73307,35,1,0,2,1
73308,10,2,0,2,1
73309,0,1,1,12,1
73310,2,4,0,6,1
73311,1,1,1,8,1
73312,0,1,1,12,1
73313,1,1,78,2184,1
73314,158,9,296,41007,1
73315,0,1,1,8,1
73316,12,1,0,0,1
73317,0,2,1,28,1
73318,0,1,485,19028,1
73319,0,1,1,88,1
73320,2,6,16,594,1
73321,0,1,0,0,1
73322,5,1,0,1,1
73323,0,1,1,8,1
73324,1,4,1,12,1
73325,4,1,0,36,1
73326,1,1,1,16,1
73327,299,18,19327,9697475,3
73328,0,1,0,0,1
73329,2,1,1412,28240,1
73330,0,1,1,8,1
73331,1,4,1,12,1
73332,1,1,1,8,1
73333,1,1,1,88,1
73334,16,1,171,3427,1
73335,0,1,2308,46160,1
73336,2,1,0,4,1
73337,0,1,1,8,1
73338,0,1,1,88,1
73339,1,2,1,16,1
73340,39,1,0,3,1
73341,2,1,0,8,1
73342,0,1,2,128,1
73343,0,2,342261,26011816,3
73344,0,1,0,0,1
73345,0,1,1,16,1
73346,1,2,1,36,1
73347,1,1,1,28,1
73348,1,1,1,16,1
73349,0,1,10,120,1
73350,0,1,1,8,1
73351,154,2,0,0,1
73352,0,4,1,12,1
73353,5,1,0,11,1
73354,0,1,1,20,1
73355,6,1,0,2,1
73356,13,1,0,0,1
73357,0,1,2,104,1
73358,0,1,1,8,1
73359,1,3,1,12,1
73360,0,1,1,88,1
73361,0,1,1,8,1
73362,3,2,0,8,1
73363,4,2,0,7,1
73364,0,1,1,8,1
73365,0,1,1,16,1
73366,0,1,1,4,1
73367,1,1,1,16,1
73368,0,2,0,0,1
73369,176,2,3474,7128729,1
73370,1,3,1,12,1
73371,0,1,1,16,1
73372,0,4,1,12,1
73373,0,2,1,24,1
73374,1,2,1,24,1
73375,0,1,0,0,1
73376,9,3,13,6555,1
73377,0,1,1,8,1
73378,0,1,1,20,1
73379,1,1,3935,78700,1
73380,0,1,1,8,1
73381,0,2,1,28,1
73382,1,2,1,32,1
73383,9,1,0,0,1
73384,0,1,0,0,1
73385,4,4,0,0,1
73386,0,1,3972,79440,1
73387,0,1,1,20,1
73388,5,1,0,22,1
73389,0,1,360,7200,1
73390,0,1,1,20,1
73391,1,2,1,24,1
73392,0,1,1,8,1
73393,0,1,1,88,1
73394,0,1,1,12,1
73395,0,1,1,12,1
73396,3,10,0,84,1
73397,1,1,2,680,1
73398,0,1,1,8,1
73399,0,1,1,88,1
73400,1,1,573,11460,1
73401,2,5,0,6,1
73402,14,1,0,0,1
73403,1,1,2,112,1
73404,14,1,0,26,1
73405,1,1,1,12,1
73406,0,1,1,8,1
73407,0,1,1,12,1
73408,0,1,1,28,1
73409,1,1,1,12,1
73410,0,2,1,24,1
73411,0,1,1,16,1
73412,1,1,1,12,1
73413,0,1,1,8,1
73414,1,4,1,12,1
73415,1,1,0,0,1
73416,1,2,1,24,1
73417,1,4,1,12,1
73418,0,1,1,8,1
73419,2,2,0,14,1
73420,30,1,0,2,1
73421,1,2,1,28,1
73422,0,1,1,8,1
73423,2,2,0,12,1
73424,0,1,1,16,1
73425,0,2,1,28,1
73426,29,3,129458,6914886,3
73427,3,2,0,8,1
73428,5,1,0,11,1
73429,0,2,1,24,1
73430,0,1,1,12,1
73431,0,1,0,0,1
73432,0,1,1,20,1
73433,0,1,1,8,1
73434,0,1,1,16,1
73435,0,1,0,0,1
73436,1,4,1,12,1
73437,0,1,2,56,1
73438,1,1,0,0,1
73439,2,2,35446,21576570,3
73440,2,2,0,14,1
73441,0,1,1,20,1
73442,0,1,3972,111216,1
73443,0,1,1,16,1
73444,2,1,0,44,1
73445,74,1,0,1,1
73446,3,1,0,29,1
73447,352,1,0,0,1
73448,0,1,1,4,1
73449,1,1,1,12,1
73450,0,1,0,0,1
73451,2,1,1,56,1
73452,72,1,0,1,1
73453,0,1,1,12,1
73454,4,12,0,0,4
73455,0,1,1,88,1
73456,0,1,1,8,1
73457,1,2,1,24,1
73458,0,1,1,16,1
73459,0,1,1,12,1
73460,1,1,1,4,1
73461,0,4,1,12,1
73462,1,1,0,0,1
73463,0,2,1,24,1
73464,0,2,1,24,1
73465,1,1,2,112,1
73466,0,1,1,16,1
73467,14,1,0,4,1
73468,3,2,0,8,1
73469,3,1,0,4,1
73470,36,1,0,3,1
73471,13,1,0,4,1
73472,1,2,1,24,1
73473,0,1,1,12,1
73474,0,1,1,12,1
73475,1,2,1,24,1
73476,1,1,2,1576,1
73477,0,1,0,0,1
73478,13,1,0,0,1
73479,0,1,1,16,1
73480,62,1,0,0,1
73481,0,4,1,12,1
73482,32,1,0,2,1
73483,0,1,0,0,1
73484,8,1,0,1,1
73485,1,2,1,32,1
73486,1,1,2,256,1
73487,0,2,1,28,1
73488,0,2,1,28,1
73489,1,1,1,88,1
73490,0,1,3928,78560,1
73491,3,1,748,14973,1
73492,0,1,3642,58272,1
73493,0,1,1,4,1
73494,0,1,0,0,1
73495,2,1,1,152,1
73496,1,1,0,0,1
73497,19,1,0,6,1
73498,0,1,1,8,1
73499,1,1,220804,13248240,3
73500,0,1,1,8,1
73501,2,1,1,148,1
73502,44,1,0,8,1
73503,0,1,1,8,1
73504,0,2,0,0,1
73505,1,1,1,4,1
73506,2,4,0,6,1
73507,15,1,0,8,1
73508,0,1,0,0,1
73509,0,1,1,20,1
73510,0,1,1,20,1
73511,1,1,1,88,1
73512,0,1,3928,78560,1
73513,3,1,0,1,1
73514,7,2,0,3,1
73515,1,1,1,12,1
73516,0,1,2,80,1
73517,1,1,2,64,1
73518,0,1,1,8,1
73519,0,1,0,0,1
73520,0,1,1,8,1
73521,0,1,1,8,1
73522,152,24,0,0,4
73523,6,1,0,1,1
73524,0,1,2,48,1
73525,1071,1,0,0,1
73526,11,1,0,7,1
73527,0,1,1,16,1
73528,852,1,0,0,1
73529,0,1,1,8,1
73530,1,2,1,76,1
73531,1,1,0,0,1
73532,1,1,1,8,1
73533,0,1,1,20,1
73534,0,1,3588,71760,1
73535,0,1,3974,79480,1
73536,0,1,1,8,1
73537,0,1,1,8,1
73538,0,1,2,32,1
73539,0,1,1,20,1
73540,0,1,1,8,1
73541,0,1,4,484,1
73542,0,1,2143,42860,1
73543,0,2,1,36,1
73544,0,2,1,24,1
73545,0,1,0,0,1
73546,1,1,1,88,1
73547,0,1,1,20,1
73548,1,1,1,4,1
73549,0,4,1,12,1
73550,0,1,1,8,1
73551,0,1,0,0,1
73552,0,4,1,12,1
73553,0,1,1,84,1
73554,1,2,1,28,1
73555,0,1,1,12,1
73556,8,1,0,1,1
73557,26,1,0,6,1
73558,1,1,61,19104,1
73559,0,1,1,8,1
73560,1,2,1,24,1
73561,0,1,1,20,1
73562,1441,1,0,0,5
73563,19,3,1,371,1
73564,0,1,0,0,1
73565,3,4,0,4,1
73566,0,4,1,12,1
73567,1,1,1,8,1
73568,0,1,3361,67220,1
73569,3,2,0,5,1
73570,0,1,1,4,1
73571,0,2,1,24,1
73572,474,259,169,88628,4
73573,1,1,1,12,1
73574,0,2,1,24,1
73575,34,1,79,1581,1
73576,1,1,1,12,1
73577,0,1,1,8,1
73578,3,1,0,69,1
73579,0,2,1,28,1
73580,0,1,1,8,1
73581,15,1,0,4,1
73582,0,1,1,8,1
73583,0,1,1,88,1
73584,1,2,257,32596,1
73585,1,1,732,14640,1
73586,0,1,1,16,1
73587,2,1,0,4,1
73588,0,1,1,28,1
73589,15,1,0,7,1
73590,0,2,1,24,1
73591,0,1,1,20,1
73592,1,1,2,64,1
73593,6,1,0,2,1
73594,1,1,1,8,1
73595,0,1,1,12,1
73596,1,1,0,0,1
73597,1,2,1,32,1
73598,0,1,1,20,1
73599,0,1,1,8,1
73600,0,1,1,16,1
73601,1,1,1,88,1
73602,2,1,0,8,1
73603,0,2,1,28,1
73604,115,1,0,0,1
73605,0,1,2,104,1
73606,10,2,0,2,1
73607,0,1,2,112,1
73608,1,1,1,8,1
73609,1,1,2,88,1
73610,179,1,0,0,1
73611,8,4,0,1,1
73612,0,1,1,8,1
73613,0,1,1,16,1
73614,0,1,0,0,1
73615,0,1,485,19028,1
73616,0,1,1,8,1
73617,40,1,0,8,1
73618,0,1,1,16,1
73619,1,1,2,112,1
73620,2,1,1,56,1
73621,0,1,0,0,1
73622,14,1,0,6,1
73623,0,1,1,8,1
73624,16,1,0,6,1
73625,1,1,1,8,1
73626,42,1,0,3,1
73627,0,1,2,112,1
73628,2,1,1,52,1
73629,1,1,1,8,1
73630,0,1,1,8,1
73631,2,1,0,0,1
73632,0,1,1,16,1
73633,1,1,2,128,1
73634,0,1,1,8,1
73635,2,1,0,4,1
73636,0,1,3311,52976,1
73637,0,2,1,24,1
73638,0,1,1,8,1
73639,0,1,1,20,1
73640,0,1,1,8,1
73641,7,9,17,2989,1
73642,10,2,0,2,1
73643,3,9,0,0,1
